siparis_no,tarih,musteri_id,sehir,kategori,urun_adi,adet,birim_fiyat,tutar,odeme_yontemi,durum
S10160,2026-02-04,M0230,İstanbul,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10161,2026-02-04,M0823,Trabzon,Elektronik,Akıllı Saat,2,3499,6998,Kredi Kartı,Tamamlandı
S10161,2026-02-04,M0823,Trabzon,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10162,2026-02-04,M0325,İzmir,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10162,2026-02-04,M0325,İzmir,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S10163,2026-02-04,M0057,Antalya,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S10164,2026-02-04,M0532,Adana,Kozmetik,Şampuan,1,159,159,Havale/EFT,Tamamlandı
S10165,2026-02-04,M0547,İstanbul,Ev Yaşam,Kahve Makinesi,2,2199,4398,Banka Kartı,Tamamlandı
S10166,2026-02-05,M0346,Antalya,Elektronik,Kablosuz Kulaklık,2,1299,2598,Banka Kartı,Tamamlandı
S10166,2026-02-05,M0346,Antalya,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S10167,2026-02-05,M0510,Adana,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S10167,2026-02-05,M0510,Adana,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10168,2026-02-05,M0476,İstanbul,Kozmetik,Şampuan,2,159,318,Banka Kartı,Tamamlandı
S10169,2026-02-05,M0134,Antalya,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10170,2026-02-05,M0052,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10170,2026-02-05,M0052,İstanbul,Ev Yaşam,Nevresim Takımı,2,1149,2298,Kredi Kartı,Tamamlandı
S10171,2026-02-05,M0528,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S10172,2026-02-06,M0289,Ankara,Ev Yaşam,Termos,2,449,898,Havale/EFT,Tamamlandı
S10172,2026-02-06,M0289,Ankara,Kitap,Çocuk Kitabı,2,149,298,Havale/EFT,Tamamlandı
S10173,2026-02-06,M0411,İstanbul,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S10174,2026-02-06,M0846,Trabzon,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S10175,2026-02-06,M0375,Bursa,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S10176,2026-02-07,M0486,İzmir,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S10176,2026-02-07,M0486,İzmir,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10177,2026-02-07,M0522,İzmir,Spor,Yoga Matı,2,399,798,Banka Kartı,Tamamlandı
S10178,2026-02-07,M0598,İstanbul,Kozmetik,Şampuan,1,159,159,Havale/EFT,Tamamlandı
S10178,2026-02-07,M0598,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S10179,2026-02-07,M0492,İstanbul,Spor,Yoga Matı,2,399,798,Banka Kartı,Tamamlandı
S10179,2026-02-07,M0492,İstanbul,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S10180,2026-02-07,M0156,Ankara,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S10181,2026-02-07,M0723,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10182,2026-02-07,M0546,Ankara,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S10182,2026-02-07,M0546,Ankara,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S10183,2026-02-08,M0296,Bursa,Ev Yaşam,Termos,3,449,1347,Banka Kartı,Tamamlandı
S10184,2026-02-08,M0295,İstanbul,Kitap,Çocuk Kitabı,3,149,447,Banka Kartı,Tamamlandı
S10185,2026-02-08,M0298,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kapıda Ödeme,Tamamlandı
S10186,2026-02-08,M0848,İzmir,Elektronik,Oyuncu Mouse,1,899,899,Kapıda Ödeme,Tamamlandı
S10186,2026-02-08,M0848,İzmir,Kozmetik,Şampuan,2,159,318,Kapıda Ödeme,Tamamlandı
S10187,2026-02-08,M0424,İstanbul,Elektronik,Oyuncu Kulaklığı,4,1899,7596,Kredi Kartı,Tamamlandı
S10187,2026-02-08,M0424,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10188,2026-02-08,M0775,Konya,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S10188,2026-02-08,M0775,Konya,Kozmetik,Güneş Kremi,3,459,1377,Kredi Kartı,Tamamlandı
S10189,2026-02-08,M0858,İstanbul,Giyim,Tişört,3,349,1047,Kapıda Ödeme,Tamamlandı
S10189,2026-02-08,M0858,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kapıda Ödeme,Tamamlandı
S10189,2026-02-08,M0858,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S10190,2026-02-08,M0557,İzmir,Ev Yaşam,Nevresim Takımı,2,1149,2298,Havale/EFT,Tamamlandı
S10191,2026-02-09,M0749,Ankara,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10192,2026-02-09,M0180,İzmir,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S10193,2026-02-09,M0144,Ankara,Giyim,Tişört,1,349,349,Kapıda Ödeme,Tamamlandı
S10194,2026-02-09,M0597,Bursa,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10194,2026-02-09,M0597,Bursa,Giyim,Tişört,3,349,1047,Kredi Kartı,Tamamlandı
S10195,2026-02-09,M0319,Bursa,Giyim,Mont,3,2299,6897,Banka Kartı,Tamamlandı
S10195,2026-02-09,M0319,Bursa,Ev Yaşam,Tencere Seti,1,3299,3299,Banka Kartı,Tamamlandı
S10195,2026-02-09,M0319,Bursa,Kitap,Çocuk Kitabı,2,149,298,Banka Kartı,Tamamlandı
S10196,2026-02-10,M0611,Adana,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10197,2026-02-10,M0561,Adana,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S10198,2026-02-10,M0735,İzmir,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10199,2026-02-10,M0060,İzmir,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S10200,2026-02-10,M0075,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S10201,2026-02-11,M0033,İstanbul,Kozmetik,Şampuan,4,159,636,Kredi Kartı,Tamamlandı
S10202,2026-02-11,M0392,Ankara,Elektronik,Oyuncu Kulaklığı,3,1899,5697,Kapıda Ödeme,Tamamlandı
S10203,2026-02-11,M0881,Ankara,Ev Yaşam,Masa Lambası,1,649,0,Kredi Kartı,İade
S10204,2026-02-12,M0690,Bursa,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10205,2026-02-12,M0897,Bursa,Giyim,Spor Ayakkabı,3,1899,0,Kredi Kartı,İade
S10205,2026-02-12,M0897,Bursa,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S10206,2026-02-12,M0721,Adana,Ev Yaşam,Termos,2,449,898,Kredi Kartı,Tamamlandı
S10207,2026-02-12,M0144,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10207,2026-02-12,M0144,Ankara,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S10208,2026-02-12,M0227,Ankara,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10209,2026-02-12,M0570,Ankara,Kozmetik,Güneş Kremi,1,459,459,Kapıda Ödeme,Tamamlandı
S10209,2026-02-12,M0570,Ankara,Elektronik,Akıllı Saat,2,3499,6998,Kapıda Ödeme,Tamamlandı
S10209,2026-02-12,M0570,Ankara,Spor,Yoga Matı,2,399,798,Kapıda Ödeme,Tamamlandı
S10210,2026-02-13,M0060,İzmir,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S10211,2026-02-13,M0461,Adana,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S10211,2026-02-13,M0461,Adana,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S10212,2026-02-13,M0573,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10212,2026-02-13,M0573,İstanbul,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S10212,2026-02-13,M0573,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10213,2026-02-13,M0330,Antalya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S10214,2026-02-13,M0101,Antalya,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S10214,2026-02-13,M0101,Antalya,Spor,Dambıl Seti,1,1249,1249,Banka Kartı,Tamamlandı
S10215,2026-02-14,M0303,İstanbul,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S10216,2026-02-14,M0264,Antalya,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S10216,2026-02-14,M0264,Antalya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S10217,2026-02-14,M0658,Konya,Elektronik,Tablet,1,8999,0,Kredi Kartı,İade
S10217,2026-02-14,M0658,Konya,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S10218,2026-02-14,M0224,Ankara,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10218,2026-02-14,M0224,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S10219,2026-02-14,M0282,İzmir,Kozmetik,Nemlendirici Krem,3,399,1197,Kredi Kartı,Tamamlandı
S10220,2026-02-15,M0099,İzmir,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S10220,2026-02-15,M0099,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S10221,2026-02-15,M0308,Bursa,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S10221,2026-02-15,M0308,Bursa,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S10222,2026-02-15,M0512,Adana,Kitap,Çocuk Kitabı,3,149,447,Banka Kartı,Tamamlandı
S10223,2026-02-15,M0236,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S10223,2026-02-15,M0236,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S10224,2026-02-15,M0323,İstanbul,Spor,Dambıl Seti,3,1249,3747,Kredi Kartı,Tamamlandı
S10225,2026-02-15,M0578,İstanbul,Kitap,Roman,2,189,378,Havale/EFT,Tamamlandı
S10226,2026-02-16,M0513,Bursa,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10227,2026-02-16,M0610,Ankara,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S10228,2026-02-16,M0385,Ankara,Elektronik,Oyuncu Mouse,2,899,1798,Banka Kartı,Tamamlandı
S10228,2026-02-16,M0385,Ankara,Elektronik,Mekanik Klavye,2,2499,4998,Banka Kartı,Tamamlandı
S10229,2026-02-16,M0758,Ankara,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S10230,2026-02-16,M0090,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10231,2026-02-16,M0613,Antalya,Giyim,Spor Ayakkabı,2,1899,3798,Havale/EFT,Tamamlandı
S10232,2026-02-16,M0249,İzmir,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10233,2026-02-17,M0446,İstanbul,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10233,2026-02-17,M0446,İstanbul,Kozmetik,Nemlendirici Krem,1,399,0,Kredi Kartı,İade
S10234,2026-02-17,M0406,İstanbul,Giyim,Mont,2,2299,4598,Banka Kartı,Tamamlandı
S10234,2026-02-17,M0406,İstanbul,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S10235,2026-02-17,M0206,Ankara,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S10236,2026-02-17,M0801,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10236,2026-02-17,M0801,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10237,2026-02-17,M0473,Konya,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S10237,2026-02-17,M0473,Konya,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10238,2026-02-18,M0387,İstanbul,Giyim,Tişört,3,349,1047,Kapıda Ödeme,Tamamlandı
S10239,2026-02-18,M0557,İstanbul,Spor,Dambıl Seti,3,1249,3747,Kapıda Ödeme,Tamamlandı
S10239,2026-02-18,M0557,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S10240,2026-02-18,M0577,Trabzon,Kozmetik,Güneş Kremi,1,459,0,Banka Kartı,İade
S10241,2026-02-18,M0265,İstanbul,Kozmetik,Parfüm,1,1599,1599,Banka Kartı,Tamamlandı
S10242,2026-02-18,M0696,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S10243,2026-02-18,M0119,Antalya,Giyim,Spor Ayakkabı,1,1899,1899,Banka Kartı,Tamamlandı
S10244,2026-02-19,M0100,Ankara,Giyim,Kazak,1,749,749,Banka Kartı,Tamamlandı
S10245,2026-02-19,M0664,İstanbul,Kozmetik,Şampuan,1,159,159,Havale/EFT,Tamamlandı
S10245,2026-02-19,M0664,İstanbul,Giyim,Tişört,2,349,698,Havale/EFT,Tamamlandı
S10245,2026-02-19,M0664,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S10246,2026-02-19,M0203,Ankara,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S10247,2026-02-19,M0592,İstanbul,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S10248,2026-02-19,M0541,Konya,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10249,2026-02-19,M0177,Antalya,Kozmetik,Parfüm,1,1599,1599,Banka Kartı,Tamamlandı
S10250,2026-02-20,M0711,İstanbul,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S10251,2026-02-20,M0661,Konya,Giyim,Kot Pantolon,2,899,1798,Kredi Kartı,Tamamlandı
S10252,2026-02-20,M0887,Ankara,Spor,Koşu Bandı,1,18999,18999,Kredi Kartı,Tamamlandı
S10253,2026-02-20,M0702,Ankara,Elektronik,Bluetooth Hoparlör,2,1799,3598,Banka Kartı,Tamamlandı
S10254,2026-02-20,M0034,İstanbul,Ev Yaşam,Masa Lambası,2,649,1298,Kredi Kartı,Tamamlandı
S10255,2026-02-21,M0116,İzmir,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S10256,2026-02-21,M0452,İzmir,Spor,Dambıl Seti,1,1249,1249,Kapıda Ödeme,Tamamlandı
S10257,2026-02-21,M0461,İstanbul,Spor,Yoga Matı,2,399,798,Havale/EFT,Tamamlandı
S10258,2026-02-21,M0756,İzmir,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10258,2026-02-21,M0756,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S10259,2026-02-21,M0552,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kapıda Ödeme,Tamamlandı
S10260,2026-02-21,M0835,İstanbul,Kitap,Çocuk Kitabı,2,149,298,Kapıda Ödeme,Tamamlandı
S10260,2026-02-21,M0835,İstanbul,Spor,Yoga Matı,2,399,798,Kapıda Ödeme,Tamamlandı
S10261,2026-02-21,M0780,Antalya,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10262,2026-02-21,M0814,Adana,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10263,2026-02-22,M0793,Adana,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S10263,2026-02-22,M0793,Adana,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10263,2026-02-22,M0793,Adana,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S10264,2026-02-22,M0873,Ankara,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S10264,2026-02-22,M0873,Ankara,Elektronik,Oyuncu Kulaklığı,1,1899,0,Kredi Kartı,İade
S10265,2026-02-22,M0439,İstanbul,Kozmetik,Parfüm,3,1599,4797,Banka Kartı,Tamamlandı
S10266,2026-02-22,M0671,Ankara,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S10266,2026-02-22,M0671,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10267,2026-02-22,M0219,Ankara,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S10268,2026-02-22,M0881,Ankara,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S10269,2026-02-22,M0307,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Havale/EFT,Tamamlandı
S10269,2026-02-22,M0307,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S10270,2026-02-23,M0644,Bursa,Ev Yaşam,Nevresim Takımı,3,1149,3447,Kapıda Ödeme,Tamamlandı
S10270,2026-02-23,M0644,Bursa,Elektronik,Tablet,1,8999,8999,Kapıda Ödeme,Tamamlandı
S10271,2026-02-23,M0811,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10272,2026-02-23,M0708,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S10272,2026-02-23,M0708,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Havale/EFT,Tamamlandı
S10273,2026-02-23,M0396,İstanbul,Ev Yaşam,Tencere Seti,4,3299,13196,Kredi Kartı,Tamamlandı
S10274,2026-02-23,M0136,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S10275,2026-02-24,M0015,İstanbul,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S10276,2026-02-24,M0426,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S10276,2026-02-24,M0426,Ankara,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S10277,2026-02-24,M0601,İzmir,Elektronik,Oyuncu Mouse,2,899,1798,Havale/EFT,Tamamlandı
S10277,2026-02-24,M0601,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Havale/EFT,Tamamlandı
S10278,2026-02-24,M0624,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,0,Banka Kartı,İade
S10278,2026-02-24,M0624,İstanbul,Ev Yaşam,Nevresim Takımı,1,1149,1149,Banka Kartı,Tamamlandı
S10279,2026-02-24,M0266,İstanbul,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10279,2026-02-24,M0266,İstanbul,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10280,2026-02-24,M0591,İzmir,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S10281,2026-02-24,M0792,İstanbul,Giyim,Tişört,1,349,349,Banka Kartı,Tamamlandı
S10281,2026-02-24,M0792,İstanbul,Giyim,Tişört,1,349,349,Banka Kartı,Tamamlandı
S10282,2026-02-25,M0879,İstanbul,Kozmetik,Parfüm,1,1599,1599,Havale/EFT,Tamamlandı
S10282,2026-02-25,M0879,İstanbul,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S10283,2026-02-25,M0690,Adana,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S10283,2026-02-25,M0690,Adana,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10284,2026-02-25,M0009,Ankara,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10284,2026-02-25,M0009,Ankara,Kitap,Çocuk Kitabı,2,149,298,Kredi Kartı,Tamamlandı
S10285,2026-02-25,M0816,İstanbul,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S10286,2026-02-25,M0344,İstanbul,Kozmetik,Parfüm,1,1599,1599,Banka Kartı,Tamamlandı
S10286,2026-02-25,M0344,İstanbul,Ev Yaşam,Kahve Makinesi,4,2199,8796,Banka Kartı,Tamamlandı
S10287,2026-02-25,M0096,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10287,2026-02-25,M0096,İstanbul,Ev Yaşam,Termos,2,449,898,Kredi Kartı,Tamamlandı
S10288,2026-02-26,M0679,Konya,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10289,2026-02-26,M0326,Ankara,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S10289,2026-02-26,M0326,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10289,2026-02-26,M0326,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10290,2026-02-26,M0093,İstanbul,Kozmetik,Parfüm,2,1599,3198,Banka Kartı,Tamamlandı
S10290,2026-02-26,M0093,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S10291,2026-02-26,M0694,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Havale/EFT,Tamamlandı
S10292,2026-02-26,M0097,Ankara,Elektronik,Tablet,4,8999,35996,Havale/EFT,Tamamlandı
S10293,2026-02-27,M0844,Ankara,Elektronik,Oyuncu Mouse,3,899,2697,Banka Kartı,Tamamlandı
S10293,2026-02-27,M0844,Ankara,Kitap,Roman,2,189,378,Banka Kartı,Tamamlandı
S10293,2026-02-27,M0844,Ankara,Elektronik,Tablet,2,8999,17998,Banka Kartı,Tamamlandı
S10294,2026-02-27,M0473,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Kapıda Ödeme,Tamamlandı
S10295,2026-02-27,M0363,İstanbul,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S10296,2026-02-27,M0303,Ankara,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S10297,2026-02-27,M0817,İzmir,Spor,Koşu Bandı,2,18999,37998,Banka Kartı,Tamamlandı
S10297,2026-02-27,M0817,İzmir,Ev Yaşam,Termos,3,449,1347,Banka Kartı,Tamamlandı
S10298,2026-02-28,M0327,İzmir,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10298,2026-02-28,M0327,İzmir,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10299,2026-02-28,M0247,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Havale/EFT,Tamamlandı
S10299,2026-02-28,M0247,İstanbul,Spor,Yoga Matı,2,399,798,Havale/EFT,Tamamlandı
S10299,2026-02-28,M0247,İstanbul,Elektronik,Oyuncu Mouse,2,899,1798,Havale/EFT,Tamamlandı
S10300,2026-02-28,M0606,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10300,2026-02-28,M0606,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Banka Kartı,Tamamlandı
S10300,2026-02-28,M0606,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S10301,2026-02-28,M0001,İstanbul,Giyim,Kot Pantolon,2,899,1798,Banka Kartı,Tamamlandı
S10301,2026-02-28,M0001,İstanbul,Elektronik,Mekanik Klavye,2,2499,4998,Banka Kartı,Tamamlandı
S10302,2026-02-28,M0114,Adana,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S10302,2026-02-28,M0114,Adana,Giyim,Kot Pantolon,1,899,899,Havale/EFT,Tamamlandı
S10302,2026-02-28,M0114,Adana,Spor,Koşu Bandı,2,18999,37998,Havale/EFT,Tamamlandı
S10303,2026-02-28,M0576,Bursa,Giyim,Tişört,1,349,349,Kapıda Ödeme,Tamamlandı
S10303,2026-02-28,M0576,Bursa,Kozmetik,Parfüm,2,1599,3198,Kapıda Ödeme,Tamamlandı
S10304,2026-03-01,M0587,Ankara,Elektronik,Oyuncu Mouse,3,899,2697,Kapıda Ödeme,Tamamlandı
S10304,2026-03-01,M0587,Ankara,Giyim,Tişört,3,349,1047,Kapıda Ödeme,Tamamlandı
S10304,2026-03-01,M0587,Ankara,Kozmetik,Parfüm,4,1599,6396,Kapıda Ödeme,Tamamlandı
S10305,2026-03-01,M0091,Antalya,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S10305,2026-03-01,M0091,Antalya,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S10306,2026-03-01,M0449,Bursa,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kapıda Ödeme,Tamamlandı
S10306,2026-03-01,M0449,Bursa,Ev Yaşam,Tencere Seti,2,3299,6598,Kapıda Ödeme,Tamamlandı
S10307,2026-03-01,M0167,Ankara,Elektronik,Mekanik Klavye,1,2499,2499,Havale/EFT,Tamamlandı
S10308,2026-03-01,M0385,İstanbul,Kitap,Kişisel Gelişim Kitabı,4,229,916,Kredi Kartı,Tamamlandı
S10308,2026-03-01,M0385,İstanbul,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S10308,2026-03-01,M0385,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10309,2026-03-01,M0420,Bursa,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S10309,2026-03-01,M0420,Bursa,Ev Yaşam,Tencere Seti,1,3299,3299,Banka Kartı,Tamamlandı
S10310,2026-03-01,M0438,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S10310,2026-03-01,M0438,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S10311,2026-03-01,M0483,Ankara,Ev Yaşam,Kahve Makinesi,3,2199,6597,Banka Kartı,Tamamlandı
S10312,2026-03-02,M0477,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Havale/EFT,Tamamlandı
S10313,2026-03-02,M0828,İzmir,Ev Yaşam,Tencere Seti,2,3299,6598,Kapıda Ödeme,Tamamlandı
S10314,2026-03-02,M0549,Bursa,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
